rating,review_text,sentiment,predicted_sentiment
5,easy to reach out with people,1,1
1,crash today,0,0
5,this is a good app,1,1
1,my account was not opening pls help mw,0,0
5,my whatsapp dnot whit to opey,1,1
5,nice but not too much fun,1,1
1,dear whatsapp you mute message notification is not working in any of my phones please fix this glitch or let me decide to use some other applications,0,0
5,i want whatsapp to release an update in which the same whatsapp account can stay logged in on one phone as well as another phone and the data like images files and texts that get deleted  we should be able to recover them within 1 month sometimes important text messages get deleted but we cant recover them so please think about this once everything else is fine ,1,1
5,my whatsapp account is banned pls help mi sir as soon as possible my whatsapp account pls help mi sir so emmidiatly,1,1
5,waste app in the would,1,1
1,watsap account band problemthis account is not allowed to use watsap due to spam,0,0
2,best app but my cl no pay,0,1
1,dont share my contact,0,0
5,no issues with whatsapp prefer it over other apps,1,1
4,only made for indian users ,1,1
5,i love whatsapp overall but it would be good if you can make it like other messenging app where i dont lose my chat history when i uninstall and install,1,1
1,whatsapp calling camera access issues in samsung s24,0,0
1,notifications go silence i am telling all my friends that to uninstall the app because its not working the notifications dont work its nothing but a hassle so goodbye whatsapp,0,0
5,the best communicator i am using it as my daily driver linked devices work smoothly sometimes leave some older messages out of sync but thats no harm can be deleted manually,1,1
5,this app is a vary good,1,1
5,the most useful app,1,1
5,app that makes it easy to communicate,1,1
5,been successful  always,1,1
5,it is the best charting app in the world,1,1
5,family most important,1,1
5,bast app,1,1
1,say that is the last version for next time it is the new again version somebody dont want to take it nap they do the like it only take it do not take the version they just do not give to open a whatsapp,0,0
5,actually educative,1,1
1,my whatsapp number not working longer help my sar help my not working longer account in whatsapp sar yuou help my,0,0
5,the best saver app,1,1
1,whatapp must not be updated because i dont like it,0,1
5,good app for connect each other,1,1
5,sory,1,1
5,it is good enough i love it when i am chatting with some friends it is good enough i love it when i am chatting with some friends ,1,1
1,i registered for the first time on this application and made my first call and it told me that i was spam and blocked my number this is not good,0,1
5,not for start whatsapp app,1,1
1,it takes long to download ,0,0
1,it downlads so slow,0,0
5,very useful nice app,1,1
1,my whatsapp is not connecting,0,1
1,my whatspp number is banned and i still downloaded the official whatsapp but still no luck it seems someone hacked my account this is really frastrating,0,0
5,very best result,1,1
1,my whatsapp has glitches i cant send voice notes from a status post i have to enter my contacts dms to send voice notes please help fix this in your updates,0,0
5,good app,1,1
4,best dress neck wait celebration battle cabin chip pass change identification exceed founder low dramatic incorporate dance story christian management gradually consultant garden club reveal shrug term win,1,1
5,it is basically best communication app,1,1
1,please add flash option on video call,0,1
5,its good ,1,1
5,great,1,1
5,the best of my app,1,1
1,this no not really dance class rules emphasize respect for the instructor and peers through actions like arriving on time listening attentively and maintaining proper spatial awareness students should also dress appropriately keep the studio clean silence their phones and avoid eating or drinking anything other than water in the studio this video summarizes,0,0
5,lovely and amazing app,1,1
5,i love it guys,1,1
1,the worst app ever i dont wanna see ads even if that cost me comuncate with the world,0,0
1,very bad app,0,1
4,physical corn reporter favorite ghost planning might over claim early those headline separate photographer hunter south part agent remain depend promise accident waste etc virtue auto accept blame mask good colonial popular frustration successful electronic league military via length bend vessel react package professional legacy near cookie islamic bird student shelter reach tail manufacturing twin tall recovery city minister christian economy stop wild makeup others,1,1
1,good app,0,1
5,because the app is a good app,1,1
1,this app keeps wanting an update always after a monthlike why,0,0
5,chat,1,1
5,its a good app ive tried  it has good privacy and this app is also interesting,1,1
5,original app was good,1,1
5,fresher,1,1
1,very worst app always spam still now whatsapp not open 4 days still now whatsapp team not takeaction my issue california wait and see,0,0
2,it takes time to open when someone is new,0,0
1,beta is full,0,0
5,good apps i enjoyed alots,1,1
5,everything is perfect,1,1
2,i am trying to mute one contact from my list but whenever i open whatsapp again it gets unmuted automatically i have tried many things like clearing the cache and reinstalling the app but the issue is still there this problem happens with only one specific contact facing this issue since 2 weeks only,0,0
